date,open,high,low,close,volume,marketCap
2016-10-31,1,1,1,1,1022220,6951590
2016-10-30,1,1,1,1,1550060,6951590
2016-10-29,1,1,1,1,2077010,6951590
2016-10-28,1,1,1,1,874147,6951590
2016-10-27,1,1,1,1,747629,6951590
2016-10-26,1,1,1,1,762026,6951590
2016-10-25,1,1,1,1,552686,6951590
2016-10-24,1,1,1,1,274414,6951590
2016-10-23,1,1,1,1,633006,6951590
2016-10-22,1,1,1,1,794533,6951590
2016-10-21,1,1,1,1,185916,6951590
2016-10-20,1,1,1,1,205344,6951590
2016-10-19,1,1,1,1,410009,6951590
2016-10-18,1,1,1,1,321977,6951590
2016-10-17,1,1,1,1,1045550,6951590
2016-10-16,1,1,1,1,292196,6951590
2016-10-15,0.999999,1,0.999999,1,278547,6951580
2016-10-14,1,1,0.999999,0.999999,233907,6951590
2016-10-13,1,1,1,1,359664,6951590
2016-10-12,1,1,1,1,485002,6951590
2016-10-11,1,1,1,1,1153880,6951590
2016-10-10,1,1,1,1,346058,6951590
2016-10-09,1,1,1,1,254639,6951590
2016-10-08,1,1,1,1,369612,6951590
2016-10-07,1,1,1,1,501840,6951590
2016-10-06,1,1,1,1,406883,6951590
2016-10-05,1,1,1,1,753062,6951590
2016-10-04,0.999998,1,0.999998,1,462509,6951580
2016-10-03,0.999998,0.999998,0.999997,0.999998,335206,6951580
2016-10-02,1,1,0.999998,0.999998,263174,6951590
2016-10-01,1,1,1,1,365091,6951590
2016-09-30,1,1,1,1,402548,6951590
2016-09-29,1,1,1,1,289768,6951590
2016-09-28,1,1,1,1,243485,6951590
2016-09-27,1,1,1,1,370561,6951590
2016-09-26,1,1,1,1,479180,6951590
2016-09-25,0.999999,1,0.999999,1,204381,6951580
2016-09-24,0.999999,0.999999,0.999999,0.999999,273642,6951580
2016-09-23,0.999999,0.999999,0.999999,0.999999,907263,6951580
2016-09-22,0.999989,0.999999,0.999989,0.999999,748610,6951510
2016-09-21,0.999999,0.999999,0.999987,0.999988,1023360,6951580
2016-09-20,0.999999,0.999999,0.999999,0.999999,1590290,6951580
2016-09-19,0.999923,0.999999,0.999923,0.999999,518342,6951060
2016-09-18,0.999999,1,0.999888,0.999923,579543,6951580
2016-09-17,0.999999,0.999999,0.999999,0.999999,243461,6951580
2016-09-16,0.999993,0.999999,0.999993,0.999999,719125,6951540
2016-09-15,1,1,0.999993,0.999993,774746,6951590
2016-09-14,1,1,1,1,845294,6951660
2016-09-13,1,1,1,1,1503640,6956460
2016-09-12,1,1,1,1,982954,6951590
2016-09-11,1,1,1,1,968191,6951590
2016-09-10,1,1,1,1,301128,6951590
2016-09-09,1,1,1,1,592391,6951590
2016-09-08,1,1,1,1,960491,6951590
2016-09-07,1,1,1,1,1727020,6951590
2016-09-06,1,1,1,1,1149260,6951590
2016-09-05,1,1,1,1,1536980,6951590
2016-09-04,1,1,1,1,1248710,6951590
2016-09-03,1,1,1,1,2641030,6951590
2016-09-02,1,1,1,1,1472930,6951590
2016-09-01,1,1,1,1,838378,6951590
2016-08-31,1,1,1,1,908476,6951590
2016-08-30,1,1,1,1,1062640,6951590
2016-08-29,1,1,1,1,1591130,6951590
2016-08-28,1,1,1,1,1215110,6951590
2016-08-27,1,1,1,1,555019,6951590
2016-08-26,1,1,1,1,731230,6951590
2016-08-25,1,1,1,1,965926,6951590
2016-08-24,1,1,1,1,546685,6951590
2016-08-23,1,1,1,1,1240630,6951590
2016-08-22,1,1,1,1,1041420,6951590
2016-08-21,1,1,1,1,281378,6951590
2016-08-20,1,1,1,1,603297,6951590
2016-08-19,1,1,1,1,1258110,6951590
2016-08-18,1,1,1,1,849307,6951590
2016-08-17,1,1,1,1,2394770,6951590
2016-08-16,0.999999,1,0.999999,1,2197340,6951580
2016-08-15,0.999999,0.999999,0.999999,0.999999,1680290,6951580
2016-08-14,0.999999,0.999999,0.999999,0.999999,1274390,6951580
2016-08-13,0.962058,0.999999,0.962058,0.999999,593801,6687830
2016-08-12,0.962372,0.962372,0.962058,0.962058,912390,6690020
2016-08-11,0.973424,0.973424,0.962375,0.962375,1162530,6766850
2016-08-10,0.999557,1,0.97356,0.97356,1457520,6948510
2016-08-09,0.999557,0.999557,0.999557,0.999557,1735260,6948510
2016-08-08,0.999557,0.999557,0.999557,0.999557,613117,6948510
2016-08-07,0.999557,0.999557,0.999557,0.999557,1205650,6948510
2016-08-06,0.999831,0.999831,0.999557,0.999557,879406,6950420
2016-08-05,0.999996,0.999996,0.999833,0.999833,623230,6951560
2016-08-04,0.999996,0.999996,0.999996,0.999996,2005600,6951560
2016-08-03,0.999995,0.999996,0.999995,0.999996,4139570,6951560
2016-08-02,0.999999,1,0.999995,0.999995,7399410,6951580
2016-08-01,0.999962,0.999999,0.999959,0.999999,1944300,6951330
2016-07-31,1,1,0.999963,0.999963,893038,6951660
2016-07-30,1,1,1,1,158622,6952150
2016-07-29,1,1,1,1,351932,6951590
2016-07-28,1,1,1,1,1369300,6951590
2016-07-27,1,1,1,1,928283,6951590
2016-07-26,0.999999,1,0.999999,1,1867980,6951580
2016-07-25,1,1,0.999994,0.999999,1425810,6951590
2016-07-24,1,1,1,1,1208880,6951590
2016-07-23,1,1,1,1,618298,6951590
2016-07-22,1,1,1,1,1537170,6951590
2016-07-21,1,1,1,1,313139,6951590
2016-07-20,1,1,1,1,1571990,6951660
2016-07-19,1,1,1,1,798546,6951590
2016-07-18,1,1,1,1,1131710,6951590
2016-07-17,1,1,1,1,333668,6951590
2016-07-16,1,1,1,1,289175,6951590
2016-07-15,1,1,1,1,581262,6951590
2016-07-14,1,1,1,1,640118,6951590
2016-07-13,1,1,1,1,368649,6951590
2016-07-12,1,1,1,1,888710,5952540
2016-07-11,0.999999,1,0.999999,1,651964,5951580
2016-07-10,0.999999,0.999999,0.999999,0.999999,284642,5951580
2016-07-09,0.999999,0.999999,0.999999,0.999999,878486,5951580
2016-07-08,0.999991,0.999999,0.999989,0.999999,1277010,5951540
2016-07-07,1,1,0.999989,0.999991,1875330,5951590
2016-07-06,1,1,1,1,567909,5951590
2016-07-05,1,1,1,1,1405480,5951590
2016-07-04,1,1,1,1,1703670,5951590
2016-07-03,1,1,1,1,1161670,5951590
2016-07-02,1,1,1,1,561867,5951590
2016-07-01,1,1,1,1,985150,5951590
2016-06-30,1,1,1,1,1322550,5951590
2016-06-29,1,1,1,1,808151,5951590
2016-06-28,0.999953,1,0.999953,1,2242170,5951310
2016-06-27,1,1,0.999932,0.999951,576205,5951650
2016-06-26,1,1,1,1,798039,5951650
2016-06-25,1,1,1,1,1223680,5951650
2016-06-24,1,1,1,1,3067830,5951590
2016-06-23,1,1,1,1,2838010,5951590
2016-06-22,1,1,1,1,3966370,5951590
2016-06-21,1,1,1,1,3652970,5951590
2016-06-20,0.999999,1,0.999999,1,2855850,5951580
2016-06-19,0.999999,0.999999,0.999999,0.999999,1377470,5951580
2016-06-18,0.999999,0.999999,0.999999,0.999999,3759450,5951580
2016-06-17,0.999999,0.999999,0.999999,0.999999,6105470,5951580
2016-06-16,1,1,0.999999,0.999999,3547690,5951590
2016-06-15,1,1,1,1,1738970,5951590
2016-06-14,1,1,1,1,2479570,2951590
2016-06-13,1,1,1,1,1673420,2951590
2016-06-12,1,1,1,1,1030810,2951590
2016-06-11,1,1,1,1,134797,2951590
2016-06-10,1,1,1,1,206234,2951590
2016-06-09,1,1,1,1,149115,2951590
2016-06-08,1,1,1,1,155586,2951590
2016-06-07,1,1,1,1,295779,2951590
2016-06-06,1,1,1,1,792495,2951590
2016-06-05,1,1,1,1,139775,2951590
2016-06-04,1,1,1,1,438311,2951590
2016-06-03,1,1,1,1,2459760,2951590
2016-06-02,1,1,1,1,223416,2951590
2016-06-01,1,1,1,1,1030660,1951590
2016-05-31,1,1,1,1,2580270,1951590
2016-05-30,1,1,1,1,422532,1951590
2016-05-29,1,1,1,1,705697,1951590
2016-05-28,1,1,1,1,613257,1951590
2016-05-27,1,1,1,1,707718,1951590
2016-05-26,1,1,0.999999,1,5707670,1951590
2016-05-25,1,1,1,1,209870,1951630
2016-05-24,1,1,1,1,153609,1951590
2016-05-23,1,1,1,1,190548,1951590
2016-05-22,1,1,1,1,104196,1951590
2016-05-21,1,1,1,1,167338,1951590
2016-05-20,1,1,1,1,261677,1951590
2016-05-19,1,1,1,1,329926,1951590
2016-05-18,1,1,1,1,229307,1951590
2016-05-17,1,1,1,1,178706,1951590
2016-05-16,1,1,1,1,567230,1951590
2016-05-15,1,1,1,1,219450,1958460
2016-05-14,1,1.01,1,1,61320,1958050
2016-05-13,1,1,1,1,62149,1951590
2016-05-12,1,1,1,1,168513,1951590
2016-05-11,1,1,1,1,270254,1951590
2016-05-10,1,1,1,1,6102180,1951590
2016-05-09,1,1,1,1,324466,1951590
2016-05-08,1,1,1,1,80059,1951590
2016-05-07,1,1,1,1,73083,1951590
2016-05-06,1,1,1,1,2747610,1951590
2016-05-05,1,1,1,1,753773,1951590
2016-05-04,1,1,1,1,215176,1951590
2016-05-03,1,1,1,1,408428,1951590
2016-05-02,1,1,1,1,193440,1951590
2016-05-01,1,1,1,1,49006,1951590
2016-04-30,1,1,1,1,454278,1951590
2016-04-29,1,1,1,1,146006,1951590
2016-04-28,1,1,1,1,544476,1451590
2016-04-27,1,1,1,1,481952,1451590
2016-04-26,1,1,1,1,515109,1451590
2016-04-25,1,1,1,1,298864,1451590
2016-04-24,1,1,1,1,68016,1451590
2016-04-23,1,1,1,1,512936,1451590
2016-04-22,1,1,1,1,143608,1451590
2016-04-21,1,1,1,1,278840,1451590
2016-04-20,1,1,1,1,103226,1451590
2016-04-19,1,1,1,1,116370,1451590
2016-04-18,1,1,1,1,160979,1451590
2016-04-17,1,1,1,1,121920,1451590
2016-04-16,1,1,1,1,66411,1451590
2016-04-15,1,1,1,1,79197,1451590
2016-04-14,1,1,1,1,349208,1451590
2016-04-13,1,1,1,1,173569,1451590
2016-04-12,0.999846,1,0.999516,1,430502,1451370
2016-04-11,1,1,0.999793,0.999861,38497,1451590
2016-04-10,1,1,1,1,173469,1451590
2016-04-09,1,1,1,1,117876,1451590
2016-04-08,1,1,1,1,441626,1451620
2016-04-07,1,1,1,1,44185,1451620
2016-04-06,1,1,1,1,82048,1451590
2016-04-05,1,1,1,1,115498,1451590
2016-04-04,1,1,1,1,486533,1451590
2016-04-03,1,1,1,1,99267,1451590
2016-04-02,1,1,1,1,103658,1451590
2016-04-01,1,1,1,1,50033,1451590
2016-03-31,1,1,1,1,147747,1451590
2016-03-30,1,1,1,1,204201,1451590
2016-03-29,1,1,1,1,1042210,1451590
2016-03-28,1,1,1,1,112757,1451590
2016-03-27,1,1,1,1,111330,1451590
2016-03-26,1,1,1,1,43612,1451590
2016-03-25,0.999973,1,0.999973,1,32068,1451550
2016-03-24,0.999999,0.999999,0.999972,0.999972,108214,1451590
2016-03-23,0.999999,0.999999,0.999999,0.999999,82970,1451590
2016-03-22,0.999999,0.999999,0.999999,0.999999,118249,1451590
2016-03-21,0.999998,0.999999,0.999998,0.999999,188116,1451590
2016-03-20,0.999998,0.999998,0.999998,0.999998,82858,1451590
2016-03-19,0.999998,0.999998,0.999998,0.999998,119685,1451590
2016-03-18,0.999983,0.999998,0.999982,0.999998,326978,1451580
2016-03-17,1,1,0.999934,0.999983,219091,1451600
2016-03-16,1,1,1,1,74773,1451600
2016-03-15,0.999994,1,0.999994,1,72352,1451590
2016-03-14,0.999917,0.999994,0.999914,0.999994,369834,1451480
2016-03-13,0.999896,0.999987,0.999896,0.999918,209067,1451450
2016-03-12,0.999995,0.999995,0.999822,0.999895,253278,1451590
2016-03-11,0.999994,0.999995,0.999994,0.999995,92528,1451590
2016-03-10,0.999895,0.999994,0.999895,0.999994,126353,1451450
2016-03-09,1,1,0.999895,0.999895,158280,1451600
2016-03-08,0.999998,1,0.999998,1,144215,1451600
2016-03-07,0.999998,0.999998,0.999998,0.999998,143086,1451600
2016-03-06,1,1,0.999996,0.999998,279531,1451600
2016-03-05,1,1,1,1,354905,1451600
2016-03-04,0.999999,1,0.999999,1,150575,1451600
2016-03-03,0.999961,0.999999,0.999953,0.999999,179492,1451540
2016-03-02,0.999991,0.999994,0.999962,0.999962,61533,1451590
2016-03-01,1,1,0.999981,0.999991,143221,1451630
2016-02-29,1,1,1,1,77532,1451600
2016-02-28,1,1,1,1,114084,1451600
2016-02-27,1,1,1,1,96721,1451600
2016-02-26,1,1,1,1,102891,1451600
2016-02-25,0.999844,1,0.999749,1,433922,1451370
2016-02-24,1,1,0.999844,0.999844,85160,1451600
2016-02-23,1,1,1,1,107259,1451600
2016-02-22,1,1,1,1,46520,1451600
2016-02-21,1,1,1,1,55018,1451600
2016-02-20,1,1,1,1,57051,1451600
2016-02-19,1,1,1,1,50866,1451600
2016-02-18,1,1,1,1,71827,1451600
2016-02-17,1,1,1,1,169298,1451610
2016-02-16,1,1,1,1,58641,1451610
2016-02-15,1,1,1,1,95454,1452860
2016-02-14,1,1,0.999664,1,52365,1451600
2016-02-13,1,1,1,1,98085,1451600
2016-02-12,1,1,1,1,407856,1451600
2016-02-11,1,1,1,1,65354,1451600
2016-02-10,1,1,1,1,125936,1451600
2016-02-09,1,1,1,1,36351,1451600
2016-02-08,1,1,1,1,36002,1451600
2016-02-07,1,1,1,1,27176,1451600
2016-02-06,1,1,1,1,715070,1451600
2016-02-05,1,1,1,1,97341,1451600
2016-02-04,1,1,1,1,150392,1451600
2016-02-03,1,1,1,1,104733,1451600
2016-02-02,0.999969,1,0.999969,1,7113,1451560
2016-02-01,0.999999,1,0.999701,0.999969,76317,1451600
2016-01-31,1,1,0.999999,0.999999,10385,1451600
2016-01-30,0.999978,1,0.999968,1,6307,1451570
2016-01-29,0.999999,1,0.999976,0.999978,73399,1451600
2016-01-28,1,1,0.999926,0.999999,155498,1451600
2016-01-27,1,1,1,1,37598,1451600
2016-01-26,1,1,1,1,69162,1451610
2016-01-25,1,1,1,1,44570,1451610
2016-01-24,1,1,1,1,21139,1451770
2016-01-23,1,1,1,1,28438,1451700
2016-01-22,1,1,1,1,26682,1451600
2016-01-21,1,1,1,1,35772,1451600
2016-01-20,1,1,1,1,17069,1451600
2016-01-19,1,1,1,1,9857,1451600
2016-01-18,1,1,1,1,160834,1451600
2016-01-17,1,1,1,1,17361,1452170
2016-01-16,1,1,0.999692,1,74254,1451600
2016-01-15,1,1,1,1,95995,1451600
2016-01-14,1,1,1,1,20292,1452270
2016-01-13,1,1,1,1,9873,1451600
2016-01-12,1,1,1,1,11714,1451600
2016-01-11,1,1,1,1,118900,1451600
2016-01-10,1,1,1,1,66196,1451600
2016-01-09,1,1,1,1,3359,1451600
2016-01-08,1,1,1,1,13420,1451600
2016-01-07,1,1,1,1,25544,1451600
2016-01-06,1,1,1,1,541019,951838
2016-01-05,1,1,1,1,1350,951600
2016-01-04,1,1,1,1,81182,951600
2016-01-03,1,1,1,1,1389,951600
2016-01-02,1,1,1,1,4701,951600
2016-01-01,1,1,1,1,4876,951600
2015-12-31,1,1,1,1,6995,951600
2015-12-30,1,1,1,1,7389,951600
2015-12-29,1,1,1,1,14115,951600
2015-12-28,1,1,1,1,82323,951600
2015-12-27,1,1,1,1,26317,951600
2015-12-26,1,1,1,1,15305,951600
2015-12-25,1,1,1,1,618112,951600
2015-12-24,1,1,1,1,91078,951600
2015-12-23,0.999805,1,0.999805,1,66711,951414
2015-12-22,0.999864,0.999892,0.999454,0.999801,10915,951471
2015-12-21,1,1,0.999848,0.999864,18913,951600
2015-12-20,1,1,1,1,16100,951600
2015-12-19,1,1,1,1,23202,951600
2015-12-18,1,1,1,1,6493,951600
2015-12-17,1,1,1,1,2226,951600
2015-12-16,1,1,1,1,143155,951600
2015-12-15,1,1,1,1,22210,951600
2015-12-14,1,1,1,1,8173,951600
2015-12-13,1,1,1,1,13796,951600
2015-12-12,1,1,1,1,39261,951600
2015-12-11,1,1,1,1,102209,951600
2015-12-10,1,1,1,1,23195,951667
2015-12-09,1,1,1,1,17421,951762
2015-12-08,1,1,1,1,9504,951600
2015-12-07,1,1,1,1,11224,951600
2015-12-06,1,1,1,1,220143,951600
2015-12-05,1,1,1,1,21568,951600
2015-12-04,1,1,1,1,7738,951600
2015-12-03,1,1,1,1,141337,951600
2015-12-02,0.999994,1,0.999988,1,195747,951594
2015-12-01,1,1,0.999993,0.999993,129772,451600
2015-11-30,1,1,1,1,659724,451600
2015-11-29,1,1,1,1,134696,451600
2015-11-28,1,1,1,1,22508,451600
2015-11-27,1,1,1,1,8253,451600
2015-11-26,1,1,1,1,20800,451600
2015-11-25,1,1,1,1,6875,451600
2015-11-24,1,1,1,1,11121,451600
2015-11-23,1,1,1,1,25499,451600
2015-11-22,1,1,1,1,5443,451600
2015-11-21,1,1,1,1,6456,451600
2015-11-20,1,1,1,1,10003,451600
2015-11-19,1,1,1,1,18891,451600
2015-11-18,1,1,1,1,6058,451600
2015-11-17,1,1,1,1,25693,451600
2015-11-16,1,1,1,1,10553,451600
2015-11-15,1,1,1,1,33393,451600
2015-11-14,1,1,1,1,28995,451600
2015-11-13,1,1,1,1,49617,451600
2015-11-12,1,1,1,1,34994,451600
2015-11-11,1,1,1,1,34324,451600
2015-11-10,1,1,1,1,14722,451600
2015-11-09,1,1,1,1,18568,451600
2015-11-08,1,1,1,1,143097,451600
2015-11-07,1,1,1,1,999501,451600
2015-11-06,1,1,1,1,372540,451600
2015-11-05,1,1,1,1,226537,451600
2015-11-04,1,1,1,1,181021,451600
2015-11-03,1,1,1,1,90103,451600
2015-11-02,1,1,1,1,15845,451600
2015-11-01,1,1,1,1,4506,451600
2015-10-31,1,1,1,1,26367,451600
2015-10-30,1,1,1,1,26909,451600
2015-10-29,1,1,1,1,227491,451600
2015-10-28,1,1,1,1,64488,451600
2015-10-27,1,1,1,1,51400,451600
2015-10-26,1,1,1,1,40692,451600
2015-10-25,1,1,1,1,191596,451600
2015-10-24,1,1,1,1,73679,451600
2015-10-23,1,1,1,1,115132,451600
2015-10-22,1,1,1,1,76061,451600
2015-10-21,1,1,1,1,42472,451600
2015-10-20,1,1,1,1,30335,451600
2015-10-19,1,1,1,1,6589,451600
2015-10-18,1,1,1,1,3108,451600
2015-10-17,1,1,1,1,3697,451600
2015-10-16,1,1,1,1,37796,451600
2015-10-15,1,1,1,1,98815,451600
2015-10-14,1,1,1,1,10378,451600
2015-10-13,1,1,1,1,122426,451600
2015-10-12,1,1,1,1,25978,451600
2015-10-11,1,1,1,1,47946,451600
2015-10-10,1,1,1,1,117,451600
2015-10-09,1,1,1,1,1830,451600
2015-10-08,1,1,1,1,5197,451600
2015-10-07,1,1,1,1,8055,451600
2015-10-06,1,1,1,1,55914,451600
2015-10-05,1,1,1,1,17654,451600
2015-10-04,1,1,1,1,3459,451600
2015-10-03,1,1,1,1,368077,451600
2015-10-02,1,1,1,1,14619,451600
2015-10-01,1,1,1,1,178994,451600
2015-09-30,1,1,1,1,142982,451600
2015-09-29,1,1,1,1,419071,451600
2015-09-28,1,1,1,1,394927,451600
2015-09-27,1,1,1,1,1998,451600
2015-09-26,1,1,1,1,528,451600
2015-09-25,1,1,1,1,608,451600
2015-09-24,1,1,1,1,103489,451600
2015-09-23,1,1,1,1,5751,451600
2015-09-22,1,1,1,1,19998,451600
2015-09-21,1,1,1,1,9470,451600
2015-09-20,1,1,1,1,112,451600
2015-09-19,1,1,1,1,821,451600
2015-09-18,1,1,1,1,15624,451600
2015-09-17,1,1,1,1,28268,451600
2015-09-16,1,1,1,1,52821,451600
2015-09-15,1,1,1,1,71982,451600
2015-09-14,1,1,1,1,228,451600
2015-09-13,1,1,1,1,696,451600
2015-09-12,1,1,1,1,4331,451600
2015-09-11,1,1,1,1,29213,451600
2015-09-10,1,1,1,1,9265,451600
2015-09-09,1,1,1,1,106307,451600
2015-09-08,1,1,1,1,2963,451600
2015-09-07,1,1,1,1,22316,451600
2015-09-06,1,1,1,1,17951,451600
2015-09-05,1,1,1,1,13467,451600
2015-09-04,1,1,1,1,672,451600
2015-09-03,1,1,1,1,890,451600
2015-09-02,1,1,1,1,1710,451600
2015-09-01,1,1,1,1,6136,451600
2015-08-31,1,1,1,1,7022,451600
2015-08-30,1,1,1,1,3319,451600
2015-08-29,1,1,1,1,1207,451600
2015-08-28,1,1,1,1,6213,451600
2015-08-27,1,1,1,1,2446,451600
2015-08-26,1,1,1,1,1643,451600
2015-08-25,1,1,1,1,433444,451600
2015-08-24,1,1,1,1,73637,451600
2015-08-23,1,1,1,1,2275,451600
2015-08-22,1,1,1,1,1296,451600
2015-08-21,1,1,1,1,5957,451600
2015-08-20,1,1,1,1,2841,451600
2015-08-19,1,1,1,1,157207,451600
2015-08-18,1,1,1,1,65246,451600
2015-08-17,1,1,1,1,20942,451600
2015-08-16,1,1,1,1,1644,451600
2015-08-15,1,1,1,1,4232,451600
2015-08-14,1,1,1,1,2346,451600
2015-08-13,1,1,1,1,1521,451600
2015-08-12,1,1,1,1,1602,451600
2015-08-11,1,1,1,1,526,451600
2015-08-10,1,1,1,1,152265,451600
2015-08-09,1,1,1,1,657,451600
2015-08-08,1,1,1,1,2229,451600
2015-08-07,1,1,1,1,189055,451600
2015-08-06,1,1,1,1,15979,451600
2015-08-05,1,1,1,1,11013,451600
2015-08-04,1,1,1,1,4182,451600
2015-08-03,1,1,1,1,258279,451600
2015-08-02,1,1,1,1,4443,451600
2015-08-01,1,1,1,1,1766,451600
2015-07-31,1,1,1,1,110,451600
2015-07-30,1,1,1,1,28285,451600
2015-07-29,1,1,1,1,404935,451600
2015-07-28,1,1,1,1,50303,451600
2015-07-27,1,1,1,1,2251,451600
2015-07-26,1,1,1,1,25,451600
2015-07-25,1,1,1,1,521,451600
2015-07-24,1,1,1,1,32140,451600
2015-07-23,1,1,1,1,4234,451600
2015-07-22,1,1,1,1,507,451600
2015-07-21,1,1,1,1,5796,451600
2015-07-20,1,1,1,1,659,451600
2015-07-19,1,1,1,1,2709,451600
2015-07-18,1,1,1,1,50532,451600
2015-07-17,1,1,1,1,665897,451600
2015-07-16,1,1,1,1,33532,451600
2015-07-15,1,1,1,1,1132,451600
2015-07-14,1,1,1,1,31442,451600
2015-07-13,1,1,1,1,242557,451600
2015-07-12,1,1,1,1,3187,451600
2015-07-11,1,1,1,1,1622,451600
2015-07-10,1,1,1,1,1065,451600
2015-07-09,1,1,1,1,516,451600
2015-07-08,1,1,1,1,1633,451600
2015-07-07,1,1,1,1,34946,451600
2015-07-06,1,1,1,1,652389,451600
2015-07-05,1,1,1,1,8107,451600
2015-07-04,1,1,1,1,100,451600
2015-07-03,1,1,1,1,14061,451600
2015-07-02,1,1,1,1,1436,451600
2015-07-01,1,1,1,1,110325,451600
2015-06-30,1,1,1,1,472575,451600
2015-06-29,1,1,1,1,3121,451600
2015-06-28,1,1,1,1,409,451600
2015-06-27,1,1,1,1,668536,451600
2015-06-26,1,1,1,1,3129,451600
2015-06-25,1,1,1,1,63845,451600
2015-06-24,1,1,1,1,633456,451600
2015-06-23,1,1,1,1,19973,451600
2015-06-22,1,1,1,1,404,451600
2015-06-21,1,1,1,1,371,451600
2015-06-20,1,1,1,1,2424,451600
2015-06-19,1,1,1,1,10983,451600
2015-06-18,1,1,1,1,33804,451600
2015-06-17,1,1,1,1,7822,451600
2015-06-16,1,1,1,1,204282,451600
2015-06-15,1,1,1,1,262077,451600
2015-06-14,1,1,1,1,1349,451600
2015-06-13,1,1,1,1,1636,451600
2015-06-12,1,1,1,1,41981,451600
2015-06-11,1,1,1,1,50162,451600
2015-06-10,1,1,1,1,45551,451600
2015-06-09,1,1,1,1,323,451600
2015-06-08,1,1,1,1,126,451600
2015-06-07,1,1,1,1,1547,451600
2015-06-06,1,1,1,1,30,451600
2015-06-05,1,1,1,1,22,451600
2015-06-04,1,1,1,1,152,451600
2015-06-03,1,1,1,1,24994,451600
2015-06-02,1,1,1,1,75456,451600
2015-06-01,1,1,1,1,40887,451600
2015-05-31,1,1,1,1,2522,451600
2015-05-30,1,1,1,1,12448,451600
2015-05-29,1,1,1,1,16640,451600
2015-05-28,1,1,1,1,70612,451600
2015-05-27,1,1,1,1,28002,451600
2015-05-26,1,1,1,1,1244,451600
2015-05-25,1,1,1,1,2846,451600
2015-05-24,1,1,1,1,5382,451600
2015-05-23,1,1,1,1,30,451600
2015-05-22,1,1,1,1,20209,451600
2015-05-21,1,1,1,1,53849,451600
2015-05-20,1,1,1,1,21979,451600
2015-05-19,1,1,1,1,25359,451600
2015-05-18,1,1,1,1,31,251600
2015-05-17,1,1,1,1,683,251600
2015-05-16,1,1,1,1,297,251600
2015-05-15,1,1,1,1,92,251600
2015-05-14,1,1,1,1,2185,251600
2015-05-13,1,1,1,1,0,251600
2015-05-12,1,1,1,1,5,251600
2015-05-11,1,1,1,1,584,251600
2015-05-10,1,1,1,1,2466,251600
2015-05-09,1,1,1,1,171,251600
2015-05-08,1,1,1,1,546,251600
2015-05-07,1,1,1,1,120,251600
2015-05-06,1,1,1,1,10,251600
2015-05-05,1,1,1,1,21,251600
2015-05-04,1,1,1,1,83171,251600
2015-05-03,1,1,1,1,1518,251600
2015-05-02,1,1,1,1,4,251600
2015-05-01,1,1,1,1,48,251600
2015-04-30,1,1,1,1,613,251600
2015-04-29,1,1,1,1,12,251600
2015-04-28,1,1,1,1,42628,251600
2015-04-27,1,1,1,1,17806,251600
2015-04-26,1,1,1,1,555,251600
2015-04-25,1,1,1,1,26,251600
2015-04-24,1,1,1,1,20262,251600
2015-04-23,1,1,1,1,21632,251600
2015-04-22,1,1,1,1,40306,251600
2015-04-21,1,1,1,1,85933,251600
2015-04-20,1,1,1,1,38,251600
2015-04-19,1,1,1,1,22,251600
2015-04-18,1,1,1,1,49,251600
2015-04-17,1,1,1,1,50,251600
2015-04-16,1,1,1,1,46909,251600
2015-04-15,1,1,1,1,40700,251600
2015-04-14,1,1,1,1,50324,251600
2015-04-13,1,1,1,1,46026,251600
2015-04-12,1,1,1,1,1971,251600
2015-04-11,1,1,1,1,2869,251600
2015-04-10,1,1,1,1,470,251600
2015-04-09,1,1,1,1,100949,251600
2015-04-08,1,1,1,1,1024,251600
2015-04-07,1,1,1,1,19179,251600
2015-04-06,1,1,1,1,254,251600
2015-04-05,1,1,1,1,2887,251600
2015-04-04,1,1,1,1,2018,251600
2015-04-03,1,1,1,1,8887,251600
2015-04-02,1,1,1,1,79970,251600
2015-04-01,1,1,1,1,14,251600
2015-03-31,1,1,1,1,37,251600
2015-03-30,1,1,1,1,495,251600
2015-03-29,1,1,1,1,21,251600
2015-03-28,1,1,1,1,17,251600
2015-03-27,1,1,1,1,5,251600
2015-03-26,1,1,1,1,2,251600
2015-03-25,1,1,1,1,92,251600
2015-03-24,1,1,1,1,1179,251600
2015-03-23,1,1,1,1,66,251600
2015-03-22,1,1,1,1,67,251600
2015-03-21,1,1,1,1,206,251600
2015-03-20,1,1,1,1,133,251600
2015-03-19,1,1,1,1,714,251600
2015-03-18,1,1,1,1,202,251600
2015-03-17,1,1,1,1,4284,251600
2015-03-16,1,1,1,1,49632,251600
2015-03-15,1,1,1,1,15125,251600
2015-03-14,1,1,1,1,17705,251600
2015-03-13,1,1,1,1,75,251600
2015-03-12,1,1,1,1,80418,251600
2015-03-11,1,1,1,1,49,251600
2015-03-10,1,1,1,1,49997,251600
2015-03-09,1,1,1,1,143,251600
2015-03-08,1,1,1,1,31,251600
2015-03-07,1,1,1,1,58197,251600
2015-03-06,1,1,1,1,93,251600
2015-03-03,0.605129,0.606229,0.604416,0.606229,3,152250
2015-03-02,0.571249,0.60789,0.568314,0.606502,3,143726
2015-02-26,1.21,1.21,1.19,1.21,6,304542
2015-02-25,1.21,1.22,1.21,1.21,6,304476
